awhite,01660,01001,01670
bower,02040
btlongwell,05020
cbrinker,03010,02150,02130,02000,04000,03210
cfairchi,01765
choehn,05090
cjregin,02120,02121
cstoen,05110
cweinzap,01100,01140,01110,01154,01152,01151,01150,01120
dcraig,01441,01520,01440
denzler,05040,05060,05050,05070
devine,07010,03070
devinger,04010,04030,04020
dmartens,03090
emgibson,05100
erandolp,02070
fpward,01690
gahan,05152,05150,05151
gbower,01380
hmaurice,01790
jafarless,02050
jcampbell10,03060
jgratz,05061
jhunt,03094
jkilbane,01710
jljohnson,02020,02010
jmccullo,01705
jmhall,06010,06000,06020,06170,06180,06175,06150,06140,06130,06120,06110,06100,06090,06080,06070,06060,06050,06040,06030
jmmorris,01480
jseyler,01820
jsickman,03050,03908,03890
jwolfe2,03092,03145,03140,03150
kdraughon,01240,01242,01241,00150
kiessling,05200,05190,05175,05170,05220,05210
kljones7,01663,01699,01662,01697,01698,01696,01692,01688,01684,01678,01674,01673,01672,01671,01669,01668,01667,01666,01665,01664
kmparsons,01730,01750
kstrupp,03002
kvaladar,01700
lcleek,01216,01039
ltownsen,01160
maakhus,01400,01580,01007,01650,01640,01625,01610,01370,01630,01620,01600,01570,01560,01550,01545,01540,01530,01510,01505,01500,01495,01460,01450,01430,01420,01410
mbroshears,01260,01785,01661,01405,01305,01280,01270
mcbernhard,01030,01053,01047,01035,01090,01200,01060,01052,01215,01190,01040
mehlman,01695
mjgoelzh,03110,03109,03107,03106,03105,03104,03103,03102,03101,03100
mjharper,03901,03943,03924,03921,03920,03903,03906,03942,03902,03926,03931,03930,03941,03940,03939,03938,03937,03936,03935,03934,03933,03945,03944,05160,03929,03928,03927,03925,03917,03915,03914,03912,03911,03932,03922,03919,03918,03916,03904
mkarvin,01720
mkhayum,01310,01300,01341,01330,01320
mmcox1,00110,00100
mmhostetle,01230
mreed,01760
mrowser,01225
mrusk,05123,05120,05126
mwlinos,01180
pfhopson,05080
plparker,05141,05140,05143,05142
rfstone,01285
rhudson,01810
rochon,05001,01000,00122,05000,01006
rtoeniskoe,03180,03170
rush,05030
sblunt,01290,01250
sfrank,05010
sgbecker,07000
sgordon,01780,01051,01050,01390
sgwoodall,03130,03120
sjbridge,03775,03030,03785,03000,03870,03850,03830,03820,03810,03800,03780,03770,03769,03760,03730,03720,03710,03700,03686,03685,03684,03683,03682,03681,03660,03650,03640,03630,03620,03600,03590,03575,03570,03560,03550,03540,03530,03520,03510,03026,03024,03022,03020,03018,03680,03585
sstanley,03080
tjbischoff,02080,02085
wphy,01770
wright,05500
wselliott,01830
yjbeavin,01660,01670,01661,01662,01664,01690,01695,01698,01700,01705,01710,01720,01730,01750,01760,01765,01770
zwmitchell,01800,01805
srtodd,05500
asprice,05170
